circle_amount,file_name,size,prompt,correct_answer,correct_key_resp,condition_size,condition_lined,practice_section.thisRepN,practice_section.thisTrialN,practice_section.thisN,practice_section.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_low.thisRepN,trials_low.thisTrialN,trials_low.thisN,trials_low.thisIndex,trials_high.thisRepN,trials_high.thisTrialN,trials_high.thisN,trials_high.thisIndex,image_2.started,image_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,cross_2.started,cross_2.stopped,practice_low.started,practice_low.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,yes_no_prac.started,yes_no_prac.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,cross.started,cross.stopped,text.started,text.stopped,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,2_circles_notlined.png,"(0.5, 0.5)",There were 3 circles,No,m,Low,No,0,0,0,0,,,,,0,6,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.32062749995384,170.32335680001415,171.80722519999836,None,170.80639539996628,171.30752419994678,m,0.7764039000030607,171.80722519999836,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
4,4_circles_notlined.png,"(0.6, 0.5)",There were 4 circles,Yes,z,Low,No,0,0,0,0,,,,,0,7,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.71042949997354,173.72272469999734,175.190417899983,176.1900715000229,174.2059929999523,174.70599049993325,z,21.315888400073163,175.190417899983,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
2,2_circles_lined.png,"(0.5, 0.25)",There were 3 circles,No,m,Low,Yes,0,0,0,0,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.56723249994684,197.57249829999637,199.05536589992698,None,198.05616469995584,198.55537279997952,m,0.6699490000028163,199.05536589992698,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
5,5_circles_notlined.png,"(0.7, 0.5)",There were 5 circles,Yes,z,Low,No,0,0,0,0,,,,,0,9,9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.88056459999643,200.88954030000605,202.37211039999966,None,201.37265609996393,201.87317709997296,z,0.7067639000015333,202.37211039999966,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_lined.png,"(0.75, 0.25)",There were 2 circles,No,m,Low,Yes,0,0,0,0,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.14749539992772,204.15578769997228,205.6386806999799,None,204.6393641999457,205.13907839998137,m,0.7830146999331191,205.6386806999799,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
5,5_circles_notlined.png,"(0.7, 0.5)",There were 4 circles,No,m,Low,No,0,0,0,0,,,,,0,11,11,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.52048850001302,207.52303789998405,209.0052505999338,210.00522739998996,208.00545509997755,208.50558839994483,m,1.1460202999878675,209.0052505999338,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_notlined.png,"(0.5, 0.5)",There were 3 circles,Yes,z,Low,No,0,0,0,0,,,,,0,12,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.22423119994346,211.2393274999922,212.70535740000196,None,211.70593419997022,212.20559079991654,z,0.7028723999392241,212.70535740000196,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
4,4_circles_lined.png,"(0.5, 0.5)",There were 4 circles,Yes,z,Low,Yes,0,0,0,0,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.49197630002163,214.5058629999403,215.98869919998106,None,214.98957119998522,215.49010539997835,z,0.695042600040324,215.98869919998106,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
2,2_circles_notlined.png,"(0.5, 0.5)",There were 4 circles,No,m,Low,No,0,0,0,0,,,,,0,14,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.72784349997528,217.73939509992488,219.2222234000219,None,218.2225239999825,218.72224269993603,m,0.5419101000297815,219.2222234000219,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
5,5_circles_lined.png,"(0.75, 0.5)",There were 5 circles,Yes,z,Low,Yes,0,0,0,0,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.85290159995202,220.85546749993227,222.33854899997823,None,221.33904079999775,221.83887819992378,z,0.6123208000790328,222.33854899997823,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
2,2_circles_notlined.png,"(0.5, 0.5)",There were 2 circles,Yes,z,Low,No,0,0,0,0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0098095999565,224.02241799992044,225.5053017999744,None,224.5061626000097,225.0052973999409,z,0.6301299000624567,225.5053017999744,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_notlined.png,"(0.5, 0.5)",There were 4 circles,No,m,Low,No,0,0,0,0,,,,,0,17,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1963967999909,227.20540680002887,228.6884383999277,None,227.68872500001453,228.18871229991782,m,0.5058688999852166,228.6884383999277,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
4,4_circles_notlined.png,"(0.6, 0.5)",There were 3 circles,No,m,Low,No,0,0,0,0,,,,,0,18,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.30770409991965,230.32216049998533,231.78828670002986,None,230.78880540002137,231.28811680001672,m,0.7595965000800788,231.78828670002986,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
2,2_circles_lined.png,"(0.5, 0.25)",There were 2 circles,Yes,z,Low,Yes,0,0,0,0,,,,,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.6109914999688,233.62178539996967,235.1050565999467,None,234.10640539997257,234.60562379995827,z,0.5601976999314502,235.1050565999467,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_lined.png,"(0.75, 0.25)",There were 3 circles,Yes,z,Low,Yes,0,0,0,0,,,,,0,20,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.7281497999793,236.7387335000094,238.22145670000464,None,237.22207399993204,237.72213499993086,z,0.5393173000775278,238.22145670000464,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_notlined.png,"(0.5, 0.5)",There were 3 circles,Yes,z,Low,No,0,0,0,0,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.81223899999168,239.8213897999376,241.30496759992093,None,240.30514159996528,240.8057818999514,z,0.7488053999841213,241.30496759992093,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
2,2_circles_notlined.png,"(0.5, 0.5)",There were 2 circles,Yes,z,Low,No,0,0,0,0,,,,,0,22,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.1210083999904,243.1219918000279,244.60489119996782,None,243.6052870999556,244.10496379993856,z,0.6515943999402225,244.60489119996782,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
4,4_circles_notlined.png,"(0.6, 0.5)",There were 4 circles,Yes,z,Low,No,0,0,0,0,,,,,0,23,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.3743021999253,246.38873409992084,247.85543909994885,None,246.8547456000233,247.35605639999267,z,0.820431699976325,247.85543909994885,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
5,5_circles_lined.png,"(0.75, 0.5)",There were 4 circles,No,m,Low,Yes,0,0,0,0,,,,,0,24,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.7741533999797,249.78860450000502,251.27122160000727,None,250.2713284000056,250.77126770000905,m,0.8087425999110565,251.27122160000727,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_lined.png,"(0.75, 0.25)",There were 4 circles,No,m,Low,Yes,0,0,0,0,,,,,0,25,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.1305255999323,253.13848680001684,254.62208090000786,None,253.62174620002043,254.12157069996465,m,0.6825202000327408,254.62208090000786,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_notlined.png,"(0.5, 0.5)",There were 2 circles,No,m,Low,No,0,0,0,0,,,,,0,26,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.36629679996986,256.3715884999838,257.8544643999776,None,256.8554277999792,257.3562397999922,m,0.7440970999887213,257.8544643999776,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
4,4_circles_lined.png,"(0.5, 0.5)",There were 4 circles,Yes,z,Low,Yes,0,0,0,0,,,,,0,27,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.6754062999971,259.6879921000218,261.1711944999406,None,260.17085240001325,260.67083989991806,z,0.6510949999792501,261.1711944999406,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
2,2_circles_lined.png,"(0.5, 0.25)",There were 2 circles,Yes,z,Low,Yes,0,0,0,0,,,,,0,28,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.87327979994006,262.8874181000283,264.35407020000275,None,263.3544886999298,263.85465310001746,z,0.6158375999657437,264.35407020000275,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
5,5_circles_lined.png,"(0.75, 0.5)",There were 6 circles,No,m,Low,Yes,0,0,0,0,,,,,0,29,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.05911259993445,266.07149649993517,267.5538364999229,None,266.5540357999271,267.0543003999628,m,0.7275782999349758,267.5538364999229,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
4,4_circles_notlined.png,"(0.6, 0.5)",There were 5 circles,No,m,Low,No,0,0,0,0,,,,,0,30,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.3894947000081,269.4048509999411,270.88777399994433,None,269.8878632999258,270.3879140999634,m,0.6568109999643639,270.88777399994433,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
3,3_circles_lined.png,"(0.75, 0.25)",There were 3 circles,Yes,z,Low,Yes,0,0,0,0,,,,,0,31,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.61489430000074,272.62137509998865,274.1046072000172,None,273.10482509993017,273.60465959995054,z,0.5711452000541613,274.1046072000172,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
10,10_circles_notlined.png,"(0.5, 0.6)",There were 8 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0004121999955,276.0039793999167,277.4871584000066,278.4878084999509,276.4876154999947,276.98787259997334,m,1.2524313000030816,277.4871584000066,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
9,9_circles_notlined.png,"(0.5, 0.6)",There were 10 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.89020289992914,279.90465429995675,281.3874113999773,282.38829849998,280.3880043999525,280.8874995999504,m,1.401256800047122,281.3874113999773,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
10,10_circles_notlined.png,"(0.5, 0.6)",There were 10 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,2,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.95292179996613,283.95517680002376,285.43681169999763,286.4371270999545,284.4374357999768,284.9375250999583,m,1.647135299979709,285.43681169999763,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
10,10_circles_lined.png,"(1, 0.4)",There were 8 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.2002615999663,288.2039667000063,289.68692369991913,None,288.6887795999646,289.20410899992567,m,0.8539484000066295,289.68692369991913,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
10,10_circles_lined.png,"(1, 0.4)",There were 9 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.68682099995203,291.68787349993363,293.1708507000003,None,292.17150719999336,292.67116519995034,m,0.7343892999924719,293.1708507000003,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
8,8_circles_notlined.png,"(0.5, 0.5)",There were 7 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,5,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.99510609998833,295.00483849993907,296.48692199995276,None,295.48759859998245,295.987454899936,m,0.7928051999770105,296.48692199995276,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
10,10_circles_notlined.png,"(0.5, 0.6)",There were 9 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,6,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.4444382999791,298.45430829992983,299.9368355999468,None,298.93767120002303,299.4372024999466,m,0.8590250000124797,299.9368355999468,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
9,9_circles_notlined.png,"(0.5, 0.6)",There were 9 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,7,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.9536666999338,301.9542477999348,303.4533239000011,None,302.4542733000126,302.9538110999856,z,0.6123983999714255,303.4533239000011,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
7,7_circles_lined.png,"(0.75, 0.35)",There were 7 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.1617494999664,305.17088629992213,306.65304220002145,None,305.6553986999206,306.171079199994,z,0.629510400001891,306.65304220002145,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
9,9_circles_lined.png,"(0.5, 0.5)",There were 8 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.3778586999979,308.3884025999578,309.87008120003156,None,308.8701462999452,309.3711710999487,m,0.6912974999286234,309.87008120003156,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
7,7_circles_lined.png,"(0.75, 0.35)",There were 6 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.65694070002064,311.67003349994775,313.15352729998995,None,312.15662809996866,312.66982259997167,m,0.5759544000029564,313.15352729998995,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
10,10_circles_notlined.png,"(0.5, 0.6)",There were 10 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,11,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.97106749995146,314.97035089996643,316.47070770000573,None,315.47041690000333,315.97028050001245,z,0.7730488000670448,316.47070770000573,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
7,7_circles_notlined.png,"(0.5, 0.5)",There were 6 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.40393759997096,318.4045408000238,319.88687409996055,None,318.90394049999304,319.40394490002654,z,0.8376235999166965,319.88687409996055,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
10,10_circles_lined.png,"(1, 0.4)",There were 10 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.8485159999691,321.85296879999805,323.3371042999206,None,322.3365845999215,322.836320900009,z,0.45927680004388094,323.3371042999206,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
8,8_circles_lined.png,"(0.75, 0.35)",There were 7 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.8922564999666,324.90405589994043,326.3891567999963,None,325.3877000999637,325.8879950999981,m,0.5848994000116363,326.3891567999963,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
8,8_circles_lined.png,"(0.75, 0.35)",There were 8 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0848489999771,328.08708139997907,329.5698403000133,330.5703119999962,328.5708699999377,329.0868589000311,z,1.186808199970983,329.5698403000133,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
7,7_circles_notlined.png,"(0.5, 0.5)",There were 7 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,16,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.9401123999851,331.9533603999298,333.43736610002816,None,332.43684109998867,332.9365744999377,z,0.6389495000476018,333.43736610002816,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
8,8_circles_notlined.png,"(0.5, 0.5)",There were 8 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,17,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.2412852999987,335.25358759996016,336.73675949999597,None,335.7361785999965,336.23583589994814,z,0.643088800017722,336.73675949999597,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
9,9_circles_notlined.png,"(0.5, 0.6)",There were 8 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,18,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.56877679994795,338.5696516999742,340.0531353999395,None,339.0535392999882,339.5533811999485,m,0.9505567000014707,340.0531353999395,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
9,9_circles_lined.png,"(0.5, 0.5)",There were 10 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.1192869999213,342.11922360002063,343.6194947999902,None,342.60303060000297,343.1025083999848,m,0.5551900001009926,343.6194947999902,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
8,8_circles_lined.png,"(0.75, 0.35)",There were 9 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,20,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.2716633999953,345.2867450999329,346.769130300032,None,345.769542700029,346.2694109999575,m,0.5996309999609366,346.769130300032,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
9,9_circles_lined.png,"(0.5, 0.5)",There were 9 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,21,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.44681400002446,348.4541609999724,349.9355191999348,None,348.9362217999296,349.43627349997405,z,0.42975910007953644,349.9355191999348,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
9,9_circles_notlined.png,"(0.5, 0.6)",There were 9 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,22,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.5363743000198,351.53620400000364,353.01973579998594,None,352.01949670002796,352.51900510000996,z,0.5762224999489263,353.01973579998594,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
8,8_circles_notlined.png,"(0.5, 0.5)",There were 9 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.77802690002136,354.78630799998064,356.2692095999373,None,355.2707290999824,355.7888027000008,m,0.6564495000056922,356.2692095999373,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
8,8_circles_lined.png,"(0.75, 0.35)",There were 8 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,24,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0326193999499,358.0365364999743,359.5204146999167,None,358.51976659998763,359.01970289996825,z,0.5244824000401422,359.5204146999167,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
7,7_circles_notlined.png,"(0.5, 0.5)",There were 8 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.15410039993003,361.1697422999423,362.65240519994404,None,361.65298599994276,362.15367159992456,m,0.4790509999729693,362.65240519994404,None,,004,2021_Dec_07_1550,project_circles,2021.2.3,59.92153875358239,
