circle_amount,file_name,size,prompt,correct_answer,correct_key_resp,condition_size,condition_lined,practice_section.thisRepN,practice_section.thisTrialN,practice_section.thisN,practice_section.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials_low.thisRepN,trials_low.thisTrialN,trials_low.thisN,trials_low.thisIndex,trials_high.thisRepN,trials_high.thisTrialN,trials_high.thisN,trials_high.thisIndex,image_2.started,image_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,cross_2.started,cross_2.stopped,practice_low.started,practice_low.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,yes_no_prac.started,yes_no_prac.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,cross.started,cross.stopped,text.started,text.stopped,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7,7_circles_lined.png,"(0.75, 0.35)",There were 7 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,20,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.2717785000568,283.280087799998,284.7824590000091,None,283.7633660000283,284.2641603000229,z,0.44878760003484786,284.7824590000091,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
10,10_circles_notlined.png,"(0.5, 0.6)",There were 10 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,21,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.3955589000834,286.3970953000244,287.88238620001357,None,286.88065440009814,287.3813020000234,z,0.9495297999819741,287.88238620001357,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
10,10_circles_notlined.png,"(0.5, 0.6)",There were 10 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,22,22,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.9690141000319,289.9804096000735,291.46294670004863,None,290.46498950000387,290.9648525000084,z,0.5782385000493377,291.46294670004863,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
9,9_circles_notlined.png,"(0.5, 0.6)",There were 9 circles,Yes,z,High,No,0,0,0,0,,,,,,,,,0,23,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.2358296000166,293.24684030003846,294.7317763000028,None,293.73026530002244,294.2309836000204,z,0.39126230007968843,294.7317763000028,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
9,9_circles_notlined.png,"(0.5, 0.6)",There were 10 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,24,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.27643320010975,296.2803303000983,297.7653792001074,None,296.763750800048,297.2642520000227,m,0.6248812000267208,297.7653792001074,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
7,7_circles_lined.png,"(0.75, 0.35)",There were 6 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,25,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.4858774000313,299.49696270003915,300.9837036000099,None,299.98106860008556,300.4976997000631,m,0.44616189994849265,300.9837036000099,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
9,9_circles_lined.png,"(0.5, 0.5)",There were 10 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,26,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.56235110003036,302.56233710004017,304.04896520008333,None,303.0470598000102,303.5472553001018,m,0.4204097999026999,304.04896520008333,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
7,7_circles_lined.png,"(0.75, 0.35)",There were 8 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,27,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.5876920000883,305.59664630005136,307.0943952000234,None,306.0793635000009,306.58087600010913,m,0.4445041000144556,307.0943952000234,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
8,8_circles_lined.png,"(0.75, 0.35)",There were 8 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,28,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.64372750010807,308.6478502000682,310.13065380009357,311.12978610000573,309.1321561000077,309.63197280000895,z,0.9941832000622526,310.13065380009357,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
8,8_circles_lined.png,"(0.75, 0.35)",There were 9 circles,No,m,High,Yes,0,0,0,0,,,,,,,,,0,29,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.22736160003114,312.22999670007266,313.7159270000411,None,312.71347910002805,313.2139853000408,m,0.3499005000339821,313.7159270000411,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
9,9_circles_lined.png,"(0.5, 0.5)",There were 9 circles,Yes,z,High,Yes,0,0,0,0,,,,,,,,,0,30,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.18462900002487,315.1965590000618,316.66421760001685,None,315.6634749000659,316.1643292000517,z,0.467344900011085,316.66421760001685,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
7,7_circles_notlined.png,"(0.5, 0.5)",There were 6 circles,No,m,High,No,0,0,0,0,,,,,,,,,0,31,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.2904949000804,318.2967708000215,319.7821925000753,None,318.7798448000103,319.27959070005454,z,0.5548343999544159,319.7821925000753,None,3,001,2021_Dec_07_1352,project_circles,2021.2.3,59.66206214424098,
